skill_id,skill_name,skill_type,reuse_level,description
vocal-techniques,vocal techniques,knowledge,cross-sector,The various techniques for using your voice correctly without exhausting or damaging it when changing voice in tone and volume.
vyper,Vyper,knowledge,sector-specific,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Vyper."
waste-management,waste management,knowledge,cross-sector,"The methods, materials and regulations used to collect, transport, treat and dispose of waste. This includes recycling and monitoring of waste disposal."
waste-removal-regulations,waste removal regulations,knowledge,sector-specific,Know and understand the regulations and legal agreements governing the performance of waste removal activities.
waterfall-development,Waterfall development,knowledge,sector-specific,The waterfall development model is a methodology to design software systems and applications.
wear-appropriate-protective-gear,wear appropriate protective gear,skill/competence,cross-sector,"Wear relevant and necessary protective gear, such as protective goggles or other eye protection, hard hats, safety gloves."
web-analytics,web analytics,knowledge,cross-sector,"The characteristics, tools and techniques for measurement, collection, analysis and reporting of web data to get information on the users' behaviour and to improve the performance of a website."
web-application-security-threats,web application security threats,knowledge,sector-specific,"The attacks, vectors, emergent threats on websites, web applications and web services, the rankings of their severity identified by dedicated communities such as OWASP."
web-programming,web programming,knowledge,sector-specific,"The programming paradigm that is based on combining markup (which adds context and structure to text) and other web programming code, such as AJAX, javascript and PHP, in order to carry out appropriate actions and visualise the content."
web-strategy-assessment,web strategy assessment,knowledge,sector-specific,Techniques for conducting a deep analysis of a company's web presence.
webcms,WebCMS,knowledge,sector-specific,"The web-based software systems used for creating, editing, publishing and archiving blogs, articles, web pages or press releases which are mostly managed by users with limited web programming knowledge."
whitehat-sentinel,WhiteHat Sentinel,knowledge,sector-specific,"The computer program WhiteHat Sentinel is a specialised ICT tool which tests security weaknesses of the system for potentially unauthorised access to system information, developed by the software company WhiteHat Security."
windows-phone,Windows Phone,knowledge,sector-specific,"The system software Windows Phone consists of features, restrictions, architectures and other characteristics of operating systems designed to run on mobile devices."
wireshark,Wireshark,knowledge,sector-specific,"The Wireshark tool is a penetration testing tool which evaluates security weaknesses, analysing network protocols through deep protocol inspection, live capture, display filters, offline analysis, VoIP analysis, protocol decryption."
wiziq,WizIQ,knowledge,sector-specific,"The computer program WizIQ is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
wordpress,WordPress,knowledge,sector-specific,"The open-source web-based software systems used for creating, editing, publishing and archiving blogs, articles, web pages or press releases which are mostly managed by users with limited web programming knowledge."
work-closely-with-news-teams,work closely with news teams,skill/competence,sector-specific,"Work closely with news teams, photographers and editors."
work-ergonomically,work ergonomically,skill/competence,cross-sector,Apply ergonomy principles in the organisation of the workplace while manually handling equipment and materials.
work-in-an-aviation-team,work in an aviation team,skill/competence,sector-specific,"Work confidently in a group in general aviation services, in which each individual operates in their own area of responsibility to reach a common goal, such as a good customer interaction, air safety, and aircraft maintenance."
work-safely-with-chemicals,work safely with chemicals,skill/competence,sector-specific,"Take the necessary precautions for storing, using and disposing chemical products."
work-safely-with-machines,work safely with machines,skill/competence,cross-sector,Check and safely operate machines and equipment required for your work according to manuals and instructions.
work-safely-with-mobile-electrical-systems-under-supervision,work safely with mobile electrical systems under supervision,skill/competence,sector-specific,Take the necessary precautions while providing temporary power distribution for performance and art facility purposes under supervision.
work-with-an-artistic-team,work with an artistic team,skill/competence,sector-specific,"Work closely with directors, fellow actors and playwrights to find the ideal interpretation to a role."
work-with-composers,work with composers,skill/competence,sector-specific,Communicate with composers to discuss various interpretations of their work.
work-with-motion-picture-editing-team,work with motion picture editing team,skill/competence,sector-specific,Work together with the motion picture editing team during post-production. Make sure the finished product is according to specifications and creative vision.
work-with-respect-for-own-safety,work with respect for own safety,skill/competence,cross-sector,Apply the safety rules according to training and instruction and based on a solid understanding of the prevention measures and risks to your own personal health and safety.
work-with-the-director-of-photography,work with the director of photography,skill/competence,sector-specific,Work with the director of photography on the artistic and creative vision that needs to be followed during production of a movie or theatre production.
work-with-the-lighting-crew,work with the lighting crew,skill/competence,cross-sector,Work with the crew responsible for the lighting setup and operation to get directions from them on where to stand for an aesthetic result.
work-with-virtual-learning-environments,work with virtual learning environments,skill/competence,cross-sector,Incorporate the use of online learning environments and platforms into the process of instruction.
world-wide-web-consortium-standards,World Wide Web Consortium standards,knowledge,cross-sector,"The standards, technical specifications and guidelines developed by the international organisation World Wide Web Consortium (W3C) which allow the design and development of web applications."
write-database-documentation,write database documentation,skill/competence,sector-specific,Develop documentation containing information about the database that is relevant to end users.
write-inspection-reports,write inspection reports,skill/competence,cross-sector,"Write the results and conclusions of the inspection in a clear and intelligible way. Log the inspection's processes such as contact, outcome, and steps taken."
write-research-proposals,write research proposals,skill/competence,cross-sector,"Synthetise and write proposals aiming to solve research problems. Draft the proposal baseline and objectives, the estimated budget, risks and impact. Document the advances and new developments on the relevant subject and field of study."
write-scientific-publications,write scientific publications,skill/competence,cross-sector,"Present the hypothesis, findings, and conclusions of your scientific research in your field of expertise in a professional publication."
write-technical-reports,write technical reports,skill/competence,cross-sector,Compose technical customer reports understandable for people without technical background.
write-work-related-reports,write work-related reports,skill/competence,cross-sector,Compose work-related reports that support effective relationship management and a high standard of documentation and record keeping. Write and present results and conclusions in a clear and intelligible way so they are comprehensible to a non-expert audience.
xcode,Xcode,knowledge,sector-specific,"The computer program Xcode is a suite of software development tools for writing programs, such as compiler, debugger, code editor, code highlights, packaged in a unified user interface. It is developed by the software company Apple."
xquery,XQuery,knowledge,sector-specific,The computer language XQuery is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the international standards organisation World Wide Web Consortium.
