skill_id,skill_name,skill_type,reuse_level,description
perform-soundchecks,perform soundchecks,skill/competence,sector-specific,Test the sound equipment of a venue to ensure smooth operation during the performance. Cooperate with performers to make sure the venue equipment is adjusted for the requirements of the performance.
perform-technical-sound-check,perform technical sound check,skill/competence,sector-specific,Prepare and run a technical sound check before rehearsals or live shows. Check instrument setup and ensure correct functioning of the audio equipment. Anticipate possible technical problems during a live show.
perform-test-run,perform test run,skill/competence,cross-sector,"Perform tests putting a system, machine, tool or other equipment through a series of actions under actual operating conditions in order to assess its reliability and suitability to realise its tasks, and adjust settings accordingly."
perform-video-editing,perform video editing,skill/competence,sector-specific,"Rearrange and edit video footage in the course of the post-production process. Edit the footage using a variety of sofware, tools, and techniques such as colour correction and effects, speed effects, and audio enhancing."
perl,Perl,knowledge,sector-specific,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Perl."
personal-directing-styles,personal directing styles,knowledge,sector-specific,Understand and analyse the behaviour of specific directors.
photography,photography,knowledge,cross-sector,Art and practice of creating aesthetically appealing images by recording light or electromagnetic radiation.
php,PHP,knowledge,sector-specific,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in PHP."
physics,physics,knowledge,cross-sector,"The natural science involving the study of matter, motion, energy, force and related notions."
plan-a-recording,plan a recording,skill/competence,cross-sector,Make the necessary arrangements to record music.
plan-act-lighting,plan act lighting,skill/competence,sector-specific,Lay out the lighting of your act. Work together with technicians to make sure the lighting of your act conforms with the artistic vision.
plan-art-educational-activities,plan art educational activities,skill/competence,sector-specific,"Plan and implement artistic facilities, performance, venues and museum-related educational activities and events."
plan-audiovisual-recording,plan audiovisual recording,skill/competence,cross-sector,Plan audio-visual recordings.
plan-digital-marketing,plan digital marketing,skill/competence,cross-sector,"Develop digital marketing strategies for both leisure and business purposes, create websites and deal with mobile technology and social networking."
plan-ict-capacity,plan ICT capacity,skill/competence,occupation-specific,"Schedule the longer-term hardware capacity, ICT infrastructure, computing resources, human resources and other aspects needed to meet changing demands for ICT products and services."
plan-learning-curriculum,plan learning curriculum,skill/competence,cross-sector,"Organise content, form, methods and technologies for delivery of study experiences that occur during educational effort which leads to gaining learning outcomes."
plan-marketing-campaigns,plan marketing campaigns,skill/competence,cross-sector,"Develop a method to promote a product through different channels, such as television, radio, print and online platforms, social media with the aim to communicate and deliver value to customers."
plan-marketing-strategy,plan marketing strategy,skill/competence,cross-sector,"Determine the objective of the marketing strategy whether it is for establishing image, implementing a pricing strategy, or raising awareness of the product. Establish approaches of marketing actions to ensure that goals are achieved efficiently and over a long term."
plan-migration-to-cloud,plan migration to cloud,skill/competence,sector-specific,"Select existing workloads and processes for potential migration to the cloud and choose migration tools. Determine a new cloud architecture for an existing solution, plan a strategy for migrating existing workloads to the cloud."
plan-product-management,plan product management,skill/competence,cross-sector,"Manage the scheduling of procedures which aim to maximise sales objectives, such as forecasting market trends, product placement, and sales planning."
plan-research-process,plan research process,skill/competence,sector-specific,Outline the research methodologies and schedule in order to ensure that the research can be thoroughly and efficiently executed and that the objectives can be met in a timely manner.
plan-shots,plan shots,skill/competence,occupation-specific,"Plan complicated shots, such as explosions, before shooting."
plan-social-media-marketing-campaigns,plan social media marketing campaigns,skill/competence,sector-specific,Plan and implement a marketing campaign on social media.
plan-software-testing,plan software testing,skill/competence,sector-specific,"Create and supervise tests plans. Decide on allocation of resources, tools and techniques. Set testing criteria for balancing incurred risks in case of remaining defects, adapt budgets and plan additional costs."
plan-teamwork,plan teamwork,skill/competence,sector-specific,Plan the working schedule of a group of people in order to meet all time and quality requirements.
plot-lighting-states,plot lighting states,skill/competence,sector-specific,Set up and try out lighting states.
plot-lighting-states-with-automated-lights,plot lighting states with automated lights,skill/competence,sector-specific,Technically manipulate light boards for automated lights. Set up and try out lighting states with automated lights.
pneumatics,pneumatics,knowledge,cross-sector,The application of pressurised gas to produce mechanical motion.
post-processing-of-photographs,post-processing of photographs,knowledge,cross-sector,The characteristics of software and techniques used in post-processing photographs.
post-secondary-school-procedures,post-secondary school procedures,knowledge,sector-specific,"The inner workings of a post-secondary school, such as the structure of the relevant education support and management, the policies, and the regulations."
postgresql,PostgreSQL,knowledge,sector-specific,"The computer program PostgreSQL is a free and open-source software tool for creating, updating and managing databases, developed by the PostgreSQL Global Development Group."
power-electronics,power electronics,knowledge,cross-sector,"The functioning, design, and usage of electronics that control and convert electric power. Power conversion systems are usually categorised as AC-DC or rectifiers, DC-AC or inverters, DC-DC converters, and AC-AC converters."
practise-camera-movements,practise camera movements,skill/competence,occupation-specific,Practise operating the camera and the required movements for pre-arranged shots.
prepare-assembly-drawings,prepare assembly drawings,skill/competence,cross-sector,"Create the drawings that identify the different components and materials, and that provide instructions as to how they should be assembled."
prepare-digital-art-for-master-photograph,prepare digital art for master photograph,skill/competence,sector-specific,"Assemble, typeset, scan and produce digital art ready to be photographed as a master copy."
prepare-financial-auditing-reports,prepare financial auditing reports,skill/competence,cross-sector,"Compile information on audit findings of financial statements and financial management in order to prepare reports, point out improvement possibilities, and confirm governability."
prepare-lesson-content,prepare lesson content,skill/competence,cross-sector,"Prepare content to be taught in class in accordance with curriculum objectives by drafting exercises, researching up-to-date examples etc."
prepare-licence-agreements,prepare licence agreements,skill/competence,cross-sector,"Make the legal contract ready, granting permission to use equipment, services, components, applications and intellectual property."
prepare-personal-work-environment,prepare personal work environment,skill/competence,cross-sector,Correct settings or positions for your working instruments and adjust them before starting operations.
prepare-production-prototypes,prepare production prototypes,skill/competence,cross-sector,Prepare early models or prototypes in order to test concepts and replicability possibilities. Create prototypes to assess for pre-production tests.
prepare-purchasing-reportings,prepare purchasing reportings,skill/competence,sector-specific,Prepare documentation and files related to product purchases.
prepare-scientific-reports,prepare scientific reports,skill/competence,cross-sector,"Prepare reports that describe results and processes of scientific or technical research, or assess its progress. These reports help researchers to keep up to date with recent findings."
prepare-sound-equipment-on-stage,prepare sound equipment on stage,skill/competence,sector-specific,"Set up, rig, connect, test and tune audio equipment on stage."
prepare-youths-for-adulthood,prepare youths for adulthood,skill/competence,cross-sector,Work with children and young people to identify the skills and abilities they will need to become effective citizens and adults and to prepare them for independence.
prepress-processes,prepress processes,knowledge,cross-sector,"The processes that occur between the creation of a print layout and the final printing, such as copyediting, proofing, proofreading and others."
present-artistic-design-proposals,present artistic design proposals,skill/competence,cross-sector,"Prepare and present detailed design suggestions for a specific production to a mixed group of people, including technical, artistic and management staff."
present-exhibition,present exhibition,skill/competence,sector-specific,Present an exhibition and give educational lectures in a comprehensible way that is attractive to the public.
present-reports,present reports,skill/competence,cross-sector,"Display results, statistics and conclusions to an audience in a transparent and straightforward way."
prevent-fire-in-a-performance-environment,prevent fire in a performance environment,skill/competence,sector-specific,"Take steps to prevent fire in a performance environment. Make sure the space complies with fire safety rules, with sprinklers and fire extinguishers installed where necessary. Make sure staff are aware of fire prevention measures."
prevent-undesired-changes-to-sound-design,prevent undesired changes to sound design,skill/competence,sector-specific,"Adapt your maintenance of sound equipment to prevent undesired changes in the sound balance and design, safeguarding the overall production quality."
pricing-strategies,pricing strategies,knowledge,cross-sector,"The techniques, theories, and commonly accepted strategies regarding pricing of goods. The relation between pricing strategies and outcomes in the market such as profitability maximisation, deterrence of newcomers, or increase of market share."
principles-of-animation,principles of animation,knowledge,sector-specific,"The principles of 2D and 3D animation, such as body motion, kinematics, overshoot, anticipation, squash and stretch."
principles-of-artificial-intelligence,principles of artificial intelligence,knowledge,sector-specific,"The artificial intelligence theories, applied principles, architectures and systems, such as intelligent agents, multi-agent systems, expert systems, rule-based systems, neural networks, ontologies and cognition theories."
principles-of-distributed-ledger-technology,principles of distributed ledger technology,knowledge,sector-specific,"The distributed ledger theories, applied principles, architectures and systems, such as decentralization, consensus mechanisms, smart contracts, trust, etc."
printed-circuit-boards,printed circuit boards,knowledge,cross-sector,"Printed circuit boards (PCB) are essential components to almost all electronic devices. They consist of thin wafers or substrates on which electronic components, such as microchips, are placed. The electronic components are electrically connected through conductive tracks and pads."
printed-circuit-boards-testing-methods,printed circuit boards testing methods,knowledge,cross-sector,"Printed circuit board (PCB) testing methods consist of those processes in which PCB components or systems are tested, such as the in-circuit test (ICT), joint test action group (JTAG) test, and automated optical inspection (AOI)."
