career_title,skill_id,weight,relation_type,career_source
ICT security administrator,safeguard-online-privacy-and-identity,35,optional,esco
ICT security administrator,address-problems-critically,34,optional,esco
ICT security administrator,computer-forensics,32,optional,esco
ICT security administrator,assess-ict-knowledge,30,optional,esco
ICT security administrator,train-employees,28,optional,esco
ICT security administrator,execute-software-tests,24,optional,esco
ICT security administrator,build-business-relationships,18,optional,esco
ICT security engineer,cyber-security,95,essential,esco
ICT security engineer,ensure-information-security,92,essential,esco
ICT security engineer,cyber-attack-counter-measures,90,essential,esco
ICT security engineer,information-security-strategy,88,essential,esco
ICT security engineer,identify-ict-security-risks,87,essential,esco
ICT security engineer,attack-vectors,86,essential,esco
ICT security engineer,identify-ict-system-weaknesses,85,essential,esco
ICT security engineer,ict-security-standards,84,essential,esco
ICT security engineer,develop-information-security-strategy,82,essential,esco
ICT security engineer,perform-risk-analysis,80,essential,esco
ICT security engineer,implement-ict-risk-management,79,essential,esco
ICT security engineer,risk-management,78,essential,esco
ICT security engineer,define-security-policies,76,essential,esco
ICT security engineer,manage-it-security-compliances,74,essential,esco
ICT security engineer,operating-systems,72,essential,esco
ICT security engineer,analyse-ict-system,70,essential,esco
ICT security engineer,troubleshoot,68,essential,esco
ICT security engineer,monitor-system-performance,66,essential,esco
ICT security engineer,web-application-security-threats,65,optional,esco
ICT security engineer,manage-disaster-recovery-plans,64,essential,esco
ICT security engineer,ict-encryption,63,optional,esco
ICT security engineer,ict-security-legislation,62,essential,esco
ICT security engineer,implement-ict-safety-policies,61,optional,esco
ICT security engineer,organisational-resilience,60,essential,esco
ICT security engineer,cloud-security-and-compliance,58,optional,esco
ICT security engineer,keep-up-with-the-latest-information-systems-solutions,58,essential,esco
ICT security engineer,execute-ict-audits,56,essential,esco
ICT security engineer,implement-a-firewall,55,optional,esco
ICT security engineer,information-architecture,55,essential,esco
ICT security engineer,define-technical-requirements,54,essential,esco
ICT security engineer,implement-a-virtual-private-network,52,optional,esco
ICT security engineer,provide-ict-consulting-advice,52,essential,esco
ICT security engineer,cloud-technologies,50,optional,esco
ICT security engineer,emergent-technologies,50,essential,esco
ICT security engineer,manage-keys-for-data-protection,49,optional,esco
ICT security engineer,lead-disaster-recovery-exercises,48,optional,esco
ICT security engineer,report-test-findings,48,essential,esco
ICT security engineer,manage-digital-identity,47,optional,esco
ICT security engineer,business-analysis,46,essential,esco
ICT security engineer,manage-changes-in-ict-system,46,optional,esco
ICT security engineer,educate-on-data-confidentiality,45,essential,esco
ICT security engineer,cloud-monitoring-and-reporting,44,optional,esco
ICT security engineer,perform-data-analysis,44,essential,esco
ICT security engineer,python-computer-programming,43,optional,esco
ICT security engineer,execute-software-tests,42,essential,esco
ICT security engineer,optimise-choice-of-ict-solution,41,optional,esco
ICT security engineer,manage-ict-change-request-process,40,optional,esco
ICT security engineer,verify-formal-ict-specifications,40,essential,esco
ICT security engineer,implement-anti-virus-software,39,optional,esco
ICT security engineer,project-management,38,optional,esco
ICT security engineer,safeguard-online-privacy-and-identity,36,optional,esco
ICT security engineer,remove-computer-virus-or-malware-from-a-computer,35,optional,esco
ICT security engineer,perform-project-management,34,optional,esco
ICT security engineer,unstructured-data,34,essential,esco
ICT security engineer,consult-with-business-clients,33,optional,esco
ICT security engineer,define-data-quality-criteria,32,essential,esco
ICT security engineer,internet-of-things,32,optional,esco
ICT security engineer,ict-project-management-methodologies,30,optional,esco
ICT security engineer,keep-task-records,30,essential,esco
ICT security engineer,provide-user-documentation,29,optional,esco
ICT security engineer,internet-governance,28,optional,esco
ICT security engineer,ict-process-quality-models,27,optional,esco
ICT security engineer,embedded-systems,26,optional,esco
ICT security engineer,create-project-specifications,25,optional,esco
ICT security engineer,leadership-principles,24,optional,esco
ICT security engineer,ensure-proper-document-management,23,optional,esco
ICT security engineer,business-intelligence,22,optional,esco
ICT security engineer,track-key-performance-indicators,21,optional,esco
ICT security engineer,c,20,optional,esco
ICT security engineer,implement-spam-protection,19,optional,esco
ICT security engineer,process-based-management,18,optional,esco
ICT security engineer,give-live-presentation,17,optional,esco
ICT security engineer,lean-project-management,16,optional,esco
ICT security engineer,manage-a-team,15,optional,esco
ICT security engineer,copyright-legislation,12,optional,esco
ICT security manager,establish-an-ict-security-prevention-plan,92,essential,esco
ICT security manager,information-security-strategy,90,essential,esco
ICT security manager,manage-it-security-compliances,88,essential,esco
ICT security manager,develop-information-security-strategy,87,essential,esco
ICT security manager,ict-security-standards,85,essential,esco
ICT security manager,define-security-policies,84,essential,esco
ICT security manager,implement-ict-risk-management,82,essential,esco
ICT security manager,internal-risk-management-policy,80,essential,esco
ICT security manager,manage-disaster-recovery-plans,78,essential,esco
ICT security manager,cyber-security,76,optional,esco
ICT security manager,attack-vectors,74,essential,esco
ICT security manager,identify-ict-security-risks,73,optional,esco
ICT security manager,cyber-attack-counter-measures,72,optional,esco
ICT security manager,lead-disaster-recovery-exercises,70,essential,esco
ICT security manager,ict-network-security-risks,68,optional,esco
ICT security manager,maintain-ict-identity-management,66,essential,esco
ICT security manager,implement-ict-safety-policies,65,optional,esco
ICT security manager,ict-security-legislation,64,optional,esco
ICT security manager,ict-project-management,62,essential,esco
ICT security manager,information-confidentiality,61,optional,esco
ICT security manager,solve-ict-system-problems,60,essential,esco
ICT security manager,ict-problem-management-techniques,58,essential,esco
ICT security manager,ict-recovery-techniques,57,optional,esco
ICT security manager,ict-quality-policy,56,essential,esco
ICT security manager,organisational-resilience,55,optional,esco
ICT security manager,web-application-security-threats,54,optional,esco
ICT security manager,ict-encryption,53,optional,esco
ICT security manager,implement-cloud-security-and-compliance,52,optional,esco
ICT security manager,execute-ict-audits,51,optional,esco
ICT security manager,cloud-security-and-compliance,50,optional,esco
ICT security manager,computer-forensics,50,essential,esco
ICT security manager,legal-requirements-of-ict-products,48,essential,esco
ICT security manager,define-technology-strategy,47,optional,esco
ICT security manager,audit-techniques,46,optional,esco
ICT security manager,implement-a-firewall,45,optional,esco
ICT security manager,mobile-device-management,44,optional,esco
ICT security manager,provide-technical-documentation,43,optional,esco
ICT security manager,ict-system-user-requirements,42,essential,esco
ICT security manager,implement-a-virtual-private-network,41,optional,esco
ICT security manager,cloud-monitoring-and-reporting,40,optional,esco
ICT security manager,manage-keys-for-data-protection,39,optional,esco
ICT security manager,internet-governance,38,essential,esco
ICT security manager,implement-anti-virus-software,37,optional,esco
ICT security manager,use-back-up-and-recovery-tools,36,optional,esco
ICT security manager,internet-of-things,34,essential,esco
ICT security manager,remove-computer-virus-or-malware-from-a-computer,33,optional,esco
ICT security manager,ict-process-quality-models,32,optional,esco
ICT security manager,systems-development-life-cycle,30,optional,esco
ICT security manager,design-for-organisational-complexity,28,optional,esco
ICT security manager,use-ict-ticketing-system,26,optional,esco
ICT security manager,implement-spam-protection,25,optional,esco
ICT security manager,tools-for-ict-test-automation,24,optional,esco
ICT security manager,develop-with-cloud-services,23,optional,esco
ICT security manager,decision-support-systems,22,optional,esco
ICT security manager,use-an-application-specific-interface,21,optional,esco
ICT security manager,levels-of-software-testing,20,optional,esco
ICT security manager,outsourcing-model,18,optional,esco
ICT security manager,saas-service-oriented-modelling,17,optional,esco
ICT security manager,hybrid-model,16,optional,esco
ICT security manager,investment-analysis,15,optional,esco
ICT security manager,service-oriented-modelling,14,optional,esco
ICT security manager,open-source-model,12,optional,esco
ICT security technician,cyber-attack-counter-measures,92,essential,esco
ICT security technician,attack-vectors,90,essential,esco
ICT security technician,identify-ict-system-weaknesses,88,essential,esco
ICT security technician,cyber-security,86,optional,esco
ICT security technician,web-application-security-threats,84,essential,esco
ICT security technician,ict-network-security-risks,82,optional,esco
ICT security technician,operating-systems,80,essential,esco
ICT security technician,use-access-control-software,78,essential,esco
ICT security technician,solve-ict-system-problems,76,essential,esco
ICT security technician,analyse-ict-system,74,essential,esco
ICT security technician,implement-a-firewall,74,optional,esco
ICT security technician,ict-networking-hardware,72,essential,esco
ICT security technician,remove-computer-virus-or-malware-from-a-computer,72,optional,esco
ICT security technician,address-problems-critically,70,essential,esco
ICT security technician,ict-encryption,70,optional,esco
ICT security technician,implement-anti-virus-software,68,optional,esco
ICT security technician,manage-it-security-compliances,68,optional,esco
ICT security technician,implement-a-virtual-private-network,66,optional,esco
ICT security technician,implement-ict-safety-policies,66,optional,esco
ICT security technician,ict-security-legislation,64,optional,esco
ICT security technician,cloud-security-and-compliance,62,optional,esco
ICT security technician,execute-software-tests,60,essential,esco
ICT security technician,implement-cloud-security-and-compliance,60,optional,esco
ICT security technician,manage-keys-for-data-protection,58,optional,esco
ICT security technician,provide-technical-documentation,58,essential,esco
ICT security technician,integrate-system-components,56,essential,esco
ICT security technician,use-back-up-and-recovery-tools,54,optional,esco
ICT security technician,execute-ict-audits,52,optional,esco
ICT security technician,procurement-of-ict-network-equipment,50,essential,esco
ICT security technician,cisco,48,optional,esco
ICT security technician,ensure-proper-document-management,48,essential,esco
ICT security technician,organisational-resilience,46,optional,esco
ICT security technician,cloud-monitoring-and-reporting,44,optional,esco
ICT security technician,manage-cloud-data-and-storage,44,optional,esco
ICT security technician,comply-with-legal-regulations,42,optional,esco
ICT security technician,computer-programming,40,optional,esco
ICT security technician,estimate-duration-of-work,40,essential,esco
ICT security technician,python-computer-programming,34,optional,esco
ICT security technician,internet-of-things,30,optional,esco
ICT security technician,assembly-computer-programming,22,optional,esco
ICT security technician,javascript,22,optional,esco
ICT security technician,c,20,optional,esco
ICT security technician,java-computer-programming,20,optional,esco
ICT security technician,c-2,18,optional,esco
ICT security technician,perl,18,optional,esco
ICT security technician,php,18,optional,esco
ICT security technician,visual-studio-net,16,optional,esco
ICT security technician,microsoft-visual-c,14,optional,esco
ICT security technician,ruby-computer-programming,14,optional,esco
ICT security technician,asp-net,12,optional,esco
ICT security technician,typescript,12,optional,esco
ICT security technician,vbscript,12,optional,esco
ICT security technician,ajax,10,optional,esco
ICT security technician,r,10,optional,esco
ICT security technician,sap-r3,10,optional,esco
ICT security technician,groovy,8,optional,esco
ICT security technician,matlab,8,optional,esco
ICT security technician,objective-c,8,optional,esco
ICT security technician,sas-language,8,optional,esco
ICT security technician,scala,8,optional,esco
ICT security technician,swift-computer-programming,8,optional,esco
ICT security technician,abap,6,optional,esco
ICT security technician,cobol,6,optional,esco
ICT security technician,coffeescript,6,optional,esco
ICT security technician,erlang,6,optional,esco
ICT security technician,haskell,6,optional,esco
ICT security technician,apl,5,optional,esco
ICT security technician,common-lisp,5,optional,esco
ICT security technician,lisp,5,optional,esco
ICT security technician,ml-computer-programming,5,optional,esco
ICT security technician,openedge-advanced-business-language,5,optional,esco
ICT security technician,pascal-computer-programming,5,optional,esco
ICT security technician,prolog-computer-programming,5,optional,esco
ICT security technician,smalltalk-computer-programming,5,optional,esco
ICT security technician,scratch-computer-programming,4,optional,esco
ICT system administrator,administer-ict-system,95,essential,esco
ICT system administrator,maintain-ict-system,92,essential,esco
ICT system administrator,operating-systems,90,essential,esco
ICT system administrator,manage-system-security,88,essential,esco
ICT system administrator,solve-ict-system-problems,86,essential,esco
ICT system administrator,perform-backups,84,essential,esco
ICT system administrator,monitor-system-performance,82,essential,esco
ICT system administrator,ict-infrastructure,80,essential,esco
ICT system administrator,implement-ict-recovery-system,78,essential,esco
ICT system administrator,use-back-up-and-recovery-tools,76,essential,esco
ICT system administrator,manage-changes-in-ict-system,74,essential,esco
ICT system administrator,support-ict-system-users,72,essential,esco
ICT system administrator,implement-a-firewall,70,essential,esco
ICT system administrator,implement-ict-safety-policies,68,essential,esco
ICT system administrator,implement-anti-virus-software,66,essential,esco
ICT system administrator,implement-a-virtual-private-network,64,essential,esco
ICT system administrator,hardware-components,62,essential,esco
ICT system administrator,integrate-system-components,62,essential,esco
ICT system administrator,apply-system-organisational-policies,60,essential,esco
ICT system administrator,apply-ict-system-usage-policies,58,essential,esco
ICT system administrator,ict-system-user-requirements,58,essential,esco
ICT system administrator,provide-technical-documentation,56,essential,esco
ICT system administrator,organisational-policies,55,essential,esco
ICT system administrator,ict-recovery-techniques,54,optional,esco
ICT system administrator,migrate-existing-data,52,essential,esco
ICT system administrator,ict-system-programming,50,essential,esco
ICT system administrator,adjust-ict-system-capacity,48,optional,esco
ICT system administrator,interpret-technical-texts,48,essential,esco
ICT system administrator,remove-computer-virus-or-malware-from-a-computer,46,optional,esco
ICT system administrator,manage-system-testing,45,essential,esco
ICT system administrator,ict-system-integration,44,optional,esco
ICT system administrator,automate-cloud-tasks,42,optional,esco
ICT system administrator,information-security-strategy,42,optional,esco
ICT system administrator,implement-ict-risk-management,40,optional,esco
ICT system administrator,manage-cloud-data-and-storage,40,optional,esco
ICT system administrator,software-components-libraries,40,essential,esco
ICT system administrator,store-digital-data-and-systems,38,optional,esco
ICT system administrator,apache-tomcat,36,optional,esco
ICT system administrator,interact-with-users-to-gather-requirements,36,optional,esco
ICT system administrator,acquire-system-component,34,optional,esco
ICT system administrator,quality-assurance-methodologies,34,essential,esco
ICT system administrator,provide-ict-system-training,32,optional,esco
ICT system administrator,implement-spam-protection,30,optional,esco
ICT system administrator,systems-development-life-cycle,30,optional,esco
ICT system administrator,use-different-communication-channels,28,optional,esco
ICT system administrator,execute-integration-testing,26,optional,esco
ICT system administrator,ibm-websphere,26,optional,esco
ICT system administrator,interfacing-techniques,24,optional,esco
ICT system administrator,internet-governance,22,optional,esco
ICT system administrator,engineering-processes,20,optional,esco
ICT system administrator,ict-accessibility-standards,18,optional,esco
ICT system analyst,analyse-ict-system,95,essential,esco
ICT system analyst,design-information-system,92,essential,esco
ICT system analyst,define-technical-requirements,88,essential,esco
ICT system analyst,identify-customer-requirements,85,essential,esco
ICT system analyst,interact-with-users-to-gather-requirements,84,essential,esco
ICT system analyst,analyse-business-processes,80,essential,esco
ICT system analyst,analyse-software-specifications,78,essential,esco
ICT system analyst,solve-ict-system-problems,76,essential,esco
ICT system analyst,systems-development-life-cycle,74,essential,esco
ICT system analyst,monitor-system-performance,70,essential,esco
ICT system analyst,manage-system-testing,68,essential,esco
ICT system analyst,execute-feasibility-study,66,essential,esco
ICT system analyst,create-data-models,65,essential,esco
ICT system analyst,identify-ict-system-weaknesses,64,essential,esco
ICT system analyst,software-architecture-models,62,essential,esco
ICT system analyst,ict-infrastructure,60,essential,esco
ICT system analyst,analyse-the-context-of-an-organisation,58,essential,esco
ICT system analyst,unified-modelling-language,58,optional,esco
ICT system analyst,ict-performance-analysis-methods,56,essential,esco
ICT system analyst,levels-of-software-testing,55,essential,esco
ICT system analyst,object-oriented-modelling,55,optional,esco
ICT system analyst,manage-ict-legacy-implication,52,essential,esco
ICT system analyst,computer-programming,50,optional,esco
ICT system analyst,use-an-application-specific-interface,50,essential,esco
ICT system analyst,decision-support-systems,48,essential,esco
ICT system analyst,provide-ict-consulting-advice,46,optional,esco
ICT system analyst,software-metrics,46,essential,esco
ICT system analyst,data-mining,44,optional,esco
ICT system analyst,perform-ict-security-testing,44,essential,esco
ICT system analyst,online-analytical-processing,42,essential,esco
ICT system analyst,use-query-languages,42,optional,esco
ICT system analyst,apply-statistical-analysis-techniques,40,essential,esco
ICT system analyst,query-languages,40,optional,esco
ICT system analyst,service-oriented-modelling,40,optional,esco
ICT system analyst,audit-techniques,36,optional,esco
ICT system analyst,distributed-computing,36,optional,esco
ICT system analyst,attack-vectors,34,essential,esco
ICT system analyst,nosql,34,optional,esco
ICT system analyst,hardware-platforms,32,optional,esco
ICT system analyst,python-computer-programming,32,optional,esco
ICT system analyst,execute-analytical-mathematical-calculations,30,optional,esco
ICT system analyst,ict-process-quality-models,30,optional,esco
ICT system analyst,java-computer-programming,30,optional,esco
ICT system analyst,conduct-quantitative-research,28,optional,esco
ICT system analyst,hardware-architectures,28,optional,esco
ICT system analyst,saas-service-oriented-modelling,26,optional,esco
ICT system analyst,automate-cloud-tasks,24,optional,esco
ICT system analyst,javascript,24,optional,esco
ICT system analyst,r,24,optional,esco
ICT system analyst,c-2,22,optional,esco
ICT system analyst,implement-a-firewall,22,optional,esco
ICT system analyst,c,20,optional,esco
ICT system analyst,implement-a-virtual-private-network,20,optional,esco
ICT system analyst,matlab,20,optional,esco
ICT system analyst,outsourcing-model,20,optional,esco
ICT system analyst,sparql,20,optional,esco
ICT system analyst,hybrid-model,18,optional,esco
ICT system analyst,open-source-model,18,optional,esco
ICT system analyst,resource-description-framework-query-language,18,optional,esco
ICT system analyst,sas-language,18,optional,esco
ICT system analyst,asp-net,16,optional,esco
ICT system analyst,ldap,16,optional,esco
ICT system analyst,php,16,optional,esco
ICT system analyst,typescript,16,optional,esco
ICT system analyst,ajax,14,optional,esco
ICT system analyst,apache-tomcat,14,optional,esco
ICT system analyst,linq,14,optional,esco
ICT system analyst,ruby-computer-programming,14,optional,esco
ICT system analyst,scala,14,optional,esco
ICT system analyst,xquery,14,optional,esco
ICT system analyst,abap,12,optional,esco
ICT system analyst,mdx,12,optional,esco
ICT system analyst,microsoft-visual-c,12,optional,esco
ICT system analyst,perl,12,optional,esco
ICT system analyst,sap-r3,12,optional,esco
ICT system analyst,swift-computer-programming,12,optional,esco
ICT system analyst,visual-studio-net,12,optional,esco
ICT system analyst,assembly-computer-programming,10,optional,esco
ICT system analyst,erlang,10,optional,esco
ICT system analyst,groovy,10,optional,esco
ICT system analyst,haskell,10,optional,esco
ICT system analyst,objective-c,10,optional,esco
ICT system analyst,cobol,8,optional,esco
ICT system analyst,coffeescript,8,optional,esco
ICT system analyst,common-lisp,8,optional,esco
ICT system analyst,lisp,8,optional,esco
ICT system analyst,ml-computer-programming,8,optional,esco
ICT system analyst,n1ql,8,optional,esco
ICT system analyst,prolog-computer-programming,8,optional,esco
ICT system analyst,smalltalk-computer-programming,8,optional,esco
ICT system analyst,vbscript,8,optional,esco
ICT system analyst,openedge-advanced-business-language,6,optional,esco
ICT system analyst,pascal-computer-programming,6,optional,esco
ICT system analyst,apl,4,optional,esco
ICT system analyst,scratch-computer-programming,4,optional,esco
ICT system architect,design-information-system,95,essential,esco
ICT system architect,design-enterprise-architecture,92,essential,esco
ICT system architect,align-software-with-system-architectures,88,essential,esco
ICT system architect,integrate-system-components,85,essential,esco
ICT system architect,define-technical-requirements,82,essential,esco
ICT system architect,systems-development-life-cycle,78,essential,esco
ICT system architect,apply-ict-systems-theory,74,essential,esco
ICT system architect,create-data-models,72,essential,esco
ICT system architect,analyse-business-requirements,70,essential,esco
ICT system architect,systems-theory,66,essential,esco
ICT system architect,manage-database,64,essential,esco
ICT system architect,ict-system-integration,62,optional,esco
ICT system architect,hardware-platforms,60,essential,esco
ICT system architect,database-development-tools,58,essential,esco
ICT system architect,design-cloud-architecture,58,optional,esco
ICT system architect,manage-system-testing,56,essential,esco
ICT system architect,design-database-scheme,55,optional,esco
ICT system architect,acquire-system-component,54,essential,esco
ICT system architect,computer-programming,52,optional,esco
ICT system architect,business-process-modelling,50,essential,esco
ICT system architect,design-process,50,optional,esco
ICT system architect,model-based-system-engineering,50,optional,esco
ICT system architect,design-for-organisational-complexity,48,optional,esco
ICT system architect,web-programming,48,essential,esco
ICT system architect,implement-ict-safety-policies,46,essential,esco
ICT system architect,use-object-oriented-programming,46,optional,esco
ICT system architect,solve-ict-system-problems,45,optional,esco
ICT system architect,develop-with-cloud-services,44,optional,esco
ICT system architect,plan-migration-to-cloud,44,optional,esco
ICT system architect,use-an-application-specific-interface,44,essential,esco
ICT system architect,manage-cloud-data-and-storage,42,optional,esco
ICT system architect,assess-ict-knowledge,40,essential,esco
ICT system architect,design-database-in-the-cloud,40,optional,esco
ICT system architect,provide-technical-documentation,40,optional,esco
ICT system architect,manage-standards-for-data-exchange,38,optional,esco
ICT system architect,use-markup-languages,38,essential,esco
ICT system architect,ict-security-legislation,36,optional,esco
ICT system architect,ict-system-programming,36,optional,esco
ICT system architect,apply-technical-communication-skills,34,optional,esco
ICT system architect,information-structure,32,optional,esco
ICT system architect,perform-resource-planning,32,optional,esco
ICT system architect,agile-project-management,30,optional,esco
ICT system architect,ict-project-management-methodologies,30,optional,esco
ICT system architect,java-computer-programming,30,optional,esco
ICT system architect,provide-cost-benefit-analysis-reports,30,optional,esco
ICT system architect,python-computer-programming,30,optional,esco
ICT system architect,task-algorithmisation,28,optional,esco
ICT system architect,ict-process-quality-models,26,optional,esco
ICT system architect,javascript,24,optional,esco
ICT system architect,c,22,optional,esco
ICT system architect,c-2,22,optional,esco
ICT system architect,lean-project-management,22,optional,esco
ICT system architect,process-based-management,22,optional,esco
ICT system architect,oracle-weblogic,20,optional,esco
ICT system architect,manage-staff,18,optional,esco
ICT system architect,typescript,18,optional,esco
ICT system architect,asp-net,16,optional,esco
ICT system architect,matlab,16,optional,esco
ICT system architect,r,16,optional,esco
ICT system architect,ajax,14,optional,esco
ICT system architect,build-business-relationships,14,optional,esco
ICT system architect,php,14,optional,esco
ICT system architect,scala,14,optional,esco
ICT system architect,abap,12,optional,esco
ICT system architect,microsoft-visual-c,12,optional,esco
ICT system architect,ruby-computer-programming,12,optional,esco
ICT system architect,sap-r3,12,optional,esco
ICT system architect,sas-language,12,optional,esco
ICT system architect,swift-computer-programming,12,optional,esco
ICT system architect,assembly-computer-programming,10,optional,esco
ICT system architect,erlang,10,optional,esco
ICT system architect,groovy,10,optional,esco
ICT system architect,objective-c,10,optional,esco
ICT system architect,perl,10,optional,esco
ICT system architect,visual-studio-net,10,optional,esco
ICT system architect,cobol,8,optional,esco
ICT system architect,haskell,8,optional,esco
ICT system architect,coffeescript,6,optional,esco
ICT system architect,common-lisp,6,optional,esco
ICT system architect,lisp,6,optional,esco
ICT system architect,ml-computer-programming,6,optional,esco
ICT system architect,openedge-advanced-business-language,6,optional,esco
ICT system architect,pascal-computer-programming,6,optional,esco
ICT system architect,prolog-computer-programming,6,optional,esco
ICT system architect,smalltalk-computer-programming,6,optional,esco
ICT system architect,vbscript,6,optional,esco
ICT system architect,apl,4,optional,esco
ICT system architect,scratch-computer-programming,4,optional,esco
ICT system developer,computer-programming,95,essential,esco
ICT system developer,debug-software,90,essential,esco
ICT system developer,solve-ict-system-problems,86,essential,esco
ICT system developer,ict-system-programming,84,essential,esco
ICT system developer,ict-debugging-tools,82,essential,esco
ICT system developer,ict-system-integration,80,essential,esco
ICT system developer,use-software-design-patterns,79,essential,esco
ICT system developer,integrated-development-environment-software,78,essential,esco
ICT system developer,analyse-software-specifications,77,essential,esco
ICT system developer,tools-for-software-configuration-management,76,essential,esco
ICT system developer,use-software-libraries,74,essential,esco
ICT system developer,develop-software-prototype,68,essential,esco
ICT system developer,use-an-application-specific-interface,66,essential,esco
ICT system developer,use-object-oriented-programming,66,optional,esco
ICT system developer,interpret-technical-texts,63,essential,esco
ICT system developer,migrate-existing-data,62,essential,esco
ICT system developer,provide-technical-documentation,60,essential,esco
ICT system developer,python-computer-programming,60,optional,esco
ICT system developer,develop-automated-migration-methods,58,essential,esco
ICT system developer,java-computer-programming,58,optional,esco
ICT system developer,integrate-system-components,56,optional,esco
ICT system developer,javascript,55,optional,esco
ICT system developer,keep-up-with-the-latest-information-systems-solutions,55,essential,esco
ICT system developer,use-query-languages,52,optional,esco
ICT system developer,monitor-system-performance,50,optional,esco
ICT system developer,object-oriented-modelling,50,optional,esco
ICT system developer,typescript,50,optional,esco
ICT system developer,c,48,optional,esco
ICT system developer,create-flowchart-diagram,48,essential,esco
ICT system developer,design-database-scheme,48,optional,esco
ICT system developer,c-2,46,optional,esco
ICT system developer,use-concurrent-programming,46,optional,esco
ICT system developer,collect-customer-feedback-on-applications,45,essential,esco
ICT system developer,develop-with-cloud-services,44,optional,esco
ICT system developer,software-anomalies,44,optional,esco
ICT system developer,identify-ict-system-weaknesses,42,optional,esco
ICT system developer,adapt-to-changes-in-technological-development-plans,40,optional,esco
ICT system developer,plan-migration-to-cloud,40,optional,esco
ICT system developer,utilise-computer-aided-software-engineering-tools,40,optional,esco
ICT system developer,design-cloud-architecture,38,optional,esco
ICT system developer,php,38,optional,esco
ICT system developer,automate-cloud-tasks,36,optional,esco
ICT system developer,develop-creative-ideas,36,optional,esco
ICT system developer,apply-ict-systems-theory,34,optional,esco
ICT system developer,jenkins-tools-for-software-configuration-management,34,optional,esco
ICT system developer,ruby-computer-programming,32,optional,esco
ICT system developer,ansible,30,optional,esco
ICT system developer,asp-net,30,optional,esco
ICT system developer,design-for-organisational-complexity,30,optional,esco
ICT system developer,design-user-interface,30,optional,esco
ICT system developer,r,30,optional,esco
ICT system developer,scala,30,optional,esco
ICT system developer,swift-computer-programming,30,optional,esco
ICT system developer,systems-theory,30,optional,esco
ICT system developer,use-functional-programming,28,optional,esco
ICT system developer,apache-maven,26,optional,esco
ICT system developer,matlab,26,optional,esco
ICT system developer,visual-studio-net,26,optional,esco
ICT system developer,ajax,24,optional,esco
ICT system developer,puppet-tools-for-software-configuration-management,24,optional,esco
ICT system developer,use-automatic-programming,24,optional,esco
ICT system developer,internet-of-things,22,optional,esco
ICT system developer,microsoft-visual-c,22,optional,esco
ICT system developer,objective-c,22,optional,esco
ICT system developer,perl,22,optional,esco
ICT system developer,world-wide-web-consortium-standards,22,optional,esco
ICT system developer,attack-vectors,20,optional,esco
ICT system developer,eclipse-integrated-development-environment-software,20,optional,esco
ICT system developer,groovy,20,optional,esco
ICT system developer,salt-tools-for-software-configuration-management,20,optional,esco
ICT system developer,use-logic-programming,20,optional,esco
ICT system developer,assembly-computer-programming,18,optional,esco
ICT system developer,ict-security-legislation,18,optional,esco
ICT system developer,implement-anti-virus-software,18,optional,esco
ICT system developer,sap-r3,16,optional,esco
ICT system developer,blockchain-platforms,14,optional,esco
ICT system developer,haskell,14,optional,esco
ICT system developer,sas-language,14,optional,esco
ICT system developer,smart-contract,14,optional,esco
ICT system developer,xcode,14,optional,esco
ICT system developer,blockchain-openness,12,optional,esco
ICT system developer,vbscript,12,optional,esco
ICT system developer,cobol,10,optional,esco
ICT system developer,common-lisp,10,optional,esco
ICT system developer,kdevelop,10,optional,esco
ICT system developer,lisp,10,optional,esco
ICT system developer,pascal-computer-programming,10,optional,esco
ICT system developer,prolog-computer-programming,9,optional,esco
ICT system developer,ml-computer-programming,8,optional,esco
ICT system developer,staf,8,optional,esco
ICT system developer,apl,6,optional,esco
ICT system developer,openedge-advanced-business-language,6,optional,esco
ICT system developer,scratch-computer-programming,6,optional,esco
ICT system integration consultant,define-integration-strategy,92,essential,esco
ICT system integration consultant,integrate-system-components,88,essential,esco
ICT system integration consultant,provide-ict-consulting-advice,82,essential,esco
ICT system integration consultant,integrate-ict-data,80,essential,esco
ICT system integration consultant,optimise-choice-of-ict-solution,78,essential,esco
ICT system integration consultant,consult-with-business-clients,76,essential,esco
ICT system integration consultant,define-technical-requirements,75,essential,esco
ICT system integration consultant,manage-changes-in-ict-system,74,essential,esco
ICT system integration consultant,systems-development-life-cycle,72,essential,esco
ICT system integration consultant,attend-to-ict-systems-quality,70,essential,esco
ICT system integration consultant,ict-system-integration,68,optional,esco
ICT system integration consultant,keep-up-with-the-latest-information-systems-solutions,62,essential,esco
ICT system integration consultant,monitor-technology-trends,60,essential,esco
ICT system integration consultant,apply-information-security-policies,58,essential,esco
ICT system integration consultant,monitor-system-performance,56,essential,esco
ICT system integration consultant,use-scripting-programming,55,essential,esco
ICT system integration consultant,verify-formal-ict-specifications,52,essential,esco
ICT system integration consultant,manage-ict-change-request-process,50,optional,esco
ICT system integration consultant,provide-technical-documentation,48,optional,esco
ICT system integration consultant,ict-project-management-methodologies,46,optional,esco
ICT system integration consultant,create-project-specifications,45,optional,esco
ICT system integration consultant,ensure-proper-document-management,44,essential,esco
ICT system integration consultant,information-architecture,44,optional,esco
ICT system integration consultant,perform-project-management,44,optional,esco
ICT system integration consultant,plan-migration-to-cloud,42,optional,esco
ICT system integration consultant,use-an-application-specific-interface,42,optional,esco
