skill_id,skill_name,skill_category,skill_type,reuse_level,esco_skill_id,source,description
ict-network-simulation,ICT network simulation,technical,knowledge,sector-specific,key_14607,esco,The methods and tools which enable modelling of the ICT network behaviour by calculating the data exchange among entities or capturing and reproducing characteristics from a functioning network.
ict-networking-hardware,ICT networking hardware,technical,knowledge,cross-sector,key_14808,esco,"The ICT network equipment or computer networking devices, such as UPS systems, electrical systems, networking facilities and structured cabling systems."
ict-performance-analysis-methods,ICT performance analysis methods,technical,knowledge,sector-specific,key_14088,esco,"The methods used to analyse software, ICT system and network performance which provide guidance to root causes of issues within information systems. The methods can analyse resource bottlenecks, application times, wait latencies and benchmarking results."
ict-power-consumption,ICT power consumption,technical,knowledge,sector-specific,key_14733,esco,The energy consumption and types of models of software as well as hardware elements.
ict-problem-management-techniques,ICT problem management techniques,technical,knowledge,sector-specific,key_10206,esco,The techniques related to identifying the solutions of the root cause of ICT incidents.
ict-process-quality-models,ICT process quality models,domain,knowledge,sector-specific,key_14865,esco,"The quality models for ICT services which address the maturity of the processes, the adoption of recommended practices and their definition and institutionalisation that allow the organisation to reliably and sustainably produce required outcomes. It includes models in a lot of ICT areas."
ict-project-management,ICT project management,technical,knowledge,sector-specific,key_9431,esco,"The methodologies for the planning, implementation, review and follow-up of ICT projects, such as the development, integration, modification and sales of ICT products and services, as well as projects relating technological innovation in the field of ICT."
ict-project-management-methodologies,ICT project management methodologies,technical,knowledge,sector-specific,key_11583,esco,"The methodologies or models for planning, managing and overseeing of ICT resources in order to meet specific goals, such methodologies are Waterfall, Incremental, V-Model, Scrum or Agile and using project management ICT tools."
ict-quality-policy,ICT quality policy,domain,knowledge,sector-specific,key_4527,esco,"The quality policy of the organisation and its objectives, the acceptable level of quality and the techniques to measure it, its legal aspects and the duties of specific departments to ensure quality."
ict-recovery-techniques,ICT recovery techniques,technical,knowledge,sector-specific,key_12210,esco,"The techniques for recovering hardware or software components and data, after failure, corruption or damage."
ict-sales-methodologies,ICT sales methodologies,domain,knowledge,sector-specific,key_6676,esco,"The practices used in the ICT sector to promote and sell products, services or applications such as SPIN Selling, Conceptual Selling and SNAP Selling."
ict-security-legislation,ICT security legislation,domain,knowledge,sector-specific,key_7861,esco,"The set of legislative rules that safeguards information technology, ICT networks and computer systems and legal consequences which result from their misuse. Regulated measures include firewalls, intrusion detection, anti-virus software and encryption."
ict-security-standards,ICT security standards,domain,knowledge,sector-specific,key_4764,esco,The standards regarding ICT security such as ISO and the techniques required to ensure compliance of the organisation with them.
ict-software-specifications,ICT software specifications,technical,knowledge,sector-specific,key_9863,esco,"The characteristics, use and operations of various software products such as computer programmes and application software."
ict-system-integration,ICT system integration,technical,knowledge,sector-specific,key_7401,esco,"The principles of integrating ICT components and products from a number of sources to create an operational ICT system, techniques which ensure interoperability and interfaces between components and the system."
ict-system-programming,ICT system programming,technical,knowledge,sector-specific,key_10890,esco,"The methods and tools required to develop system software, specifications of system architectures and interfacing techniques between network and system modules and components."
ict-system-user-requirements,ICT system user requirements,technical,knowledge,sector-specific,key_12244,esco,"The process intended to match user and organisation's needs with system components and services, by taking into consideration the available technologies and the techniques required to elicit and specify requirements, interrogating users to establish symptoms of problem and analysing symptoms."
id-tech,id Tech,technical,knowledge,sector-specific,key_9835,esco,"The game engine id Tech which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games."
identify-customer-requirements,identify customer requirements,technical,skill/competence,cross-sector,key_2012,esco,"Apply techniques and tools, such as surveys, questionnaires, ICT applications, for eliciting, defining, analysing, documenting and maintaining user requirements from system, service or product."
identify-customer-s-needs,identify customer's needs,soft,skill/competence,sector-specific,key_6994,esco,"Use appropriate questions and active listening in order to identify customer expectations, desires and requirements according to product and services."
identify-ict-security-risks,identify ICT security risks,technical,skill/competence,sector-specific,key_15049,esco,"Apply methods and techniques to identify potential security threats, security breaches and risk factors using ICT tools for surveying ICT systems, analysing risks, vulnerabilities and threats and evaluating contingency plans."
identify-ict-system-weaknesses,identify ICT system weaknesses,technical,skill/competence,sector-specific,key_13114,esco,"Analyse the system and network architecture, hardware and software components and data in order to identify weaknesses and vulnerability to intrusions or attacks. Execute diagnostic operations on cyber infrastructure including research, identification, interpretation and categorization of vulnerabilities, associated attacks and malicious code (e.g. malware forensics and malicious network activity)"
identify-ict-user-needs,identify ICT user needs,technical,skill/competence,sector-specific,key_13283,esco,"Determine the needs and requirements of ICT users of a specific system by applying analytical methods, such as target group analysis."
identify-legal-requirements,identify legal requirements,domain,skill/competence,cross-sector,key_11335,esco,"Conduct research for applicable legal and normative procedures and standards, analyse and derive legal requirements that apply to the organisation, its policies and products."
identify-market-requirements-for-ict-documentation,identify market requirements for ICT documentation,technical,skill/competence,occupation-specific,key_5743,esco,"Conduct research and analyse the specific documentation requirements of the markets (for instance language, applicable standards or legal requirements and cultural conditions) and derive concrete specifications for ICT documentation development."
identify-new-business-opportunities,identify new business opportunities,domain,skill/competence,cross-sector,key_12645,esco,Pursue potential customers or products in order to generate additional sales and ensure growth.
identify-potential-markets-for-companies,identify potential markets for companies,domain,skill/competence,cross-sector,key_13659,esco,Observe and analyse market research findings in order to determine promising and profitable markets. Consider the firm's specific advantage and match it with markets where such value proposition is missing.
identify-software-for-warehouse-management,identify software for warehouse management,technical,skill/competence,cross-sector,key_7810,esco,"Identify relevant software and applications used for warehouse management systems, their characteristics and value added to warehouse management operations."
identify-technological-needs,identify technological needs,technical,skill/competence,cross-sector,key_4914,esco,Assess needs and identify digital tools and possible technological responses to address them. Adjust and customise digital environments to personal needs (e.g. accessibility).
identify-training-needs,identify training needs,domain,skill/competence,cross-sector,key_5497,esco,"Analyse the training problems and identify the training requirements of an organisation or individuals, so as to provide them with instruction tailored to their prior mastery, profile, means and problem."
image-formation,image formation,technical,knowledge,cross-sector,key_7597,esco,"The principles and factors determining the formation of an image such as geometry, radiometry, photometry, sampling and analog to digital conversion."
impart-business-plans-to-collaborators,impart business plans to collaborators,soft,skill/competence,cross-sector,key_10518,esco,"Diffuse, present, and communicate business plans and strategies to managers, employees making sure that objectives, actions, and important messages are properly conveyed."
implement-a-firewall,implement a firewall,technical,skill/competence,sector-specific,key_13677,esco,"Download, install and update a network security system designed to prevent unauthorized access to a private network."
implement-a-virtual-private-network,implement a virtual private network,technical,skill/competence,sector-specific,key_10686,esco,"Create an encrypted connection between private networks, such as different local networks of a company, over the internet to ensure that only authorized users can access it and that the data cannot be intercepted."
implement-anti-virus-software,implement anti-virus software,technical,skill/competence,sector-specific,key_11394,esco,"Download, install and update software to prevent, detect and remove malicious software, such as computer viruses."
implement-cloud-security-and-compliance,implement cloud security and compliance,technical,,sector-specific,key_11731,esco,Implement and manage security policies and access controls on cloud. Differentiate between the roles and responsibilities within the shared responsibility model.
implement-corporate-governance,implement corporate governance,domain,skill/competence,sector-specific,key_14416,esco,"Apply a set of principles and mechanisms by which an organisation is managed and directed, set procedures of information, control flow and decision making, distribute rights and responsibilities among departments and individuals, set corporate objectives and monitor and evaluate actions and results."
implement-customer-follow-up,implement customer follow-up,domain,skill/competence,sector-specific,key_5637,esco,Implement strategies that ensures post-sale follow up of customer satisfaction or loyalty regarding one's product or service.
implement-data-quality-processes,implement data quality processes,technical,skill/competence,cross-sector,key_7490,esco,"Apply quality analysis, validation and verification techniques on data to check data quality integrity."
implement-data-warehousing-techniques,implement data warehousing techniques,technical,skill/competence,sector-specific,key_15002,esco,"Apply models and tools such as online analytical processing (OLAP) and Online transaction processing (OLTP), to integrate structured or unstructured data from sources, in order to create a central depository of historical and current data."
implement-front-end-website-design,implement front-end website design,technical,skill/competence,sector-specific,key_11931,esco,Develop website layout and enhance user experience based on provided design concepts.
implement-ict-coding-conventions,implement ICT coding conventions,technical,skill/competence,occupation-specific,key_5359,esco,"Apply guidelines for ICT programming techniques, such as conventions, code design patterns and practices to achieve higher security, reliability, better readability and maintenance of the product."
implement-ict-network-diagnostic-tools,implement ICT network diagnostic tools,technical,skill/competence,sector-specific,key_11634,esco,"Use software tools or components that monitor ICT network parameters, such as performance and throughput, provide data and statistics, diagnose errors, failures or bottlenecks and support decision making."
implement-ict-recovery-system,implement ICT recovery system,technical,skill/competence,sector-specific,key_14925,esco,"Create, manage and implement ICT system recovery plan in case of crisis in order to retrieve information and reacquire use of the system."
implement-ict-risk-management,implement ICT risk management,technical,skill/competence,sector-specific,key_7074,esco,"Develop and implement procedures for identifying, assessing, treating and mitigating ICT risks, such as hacks or data leaks, according to the company's risk strategy, procedures and policies. Analyse and manage security risks and incidents. Recommend measures to improve digital security strategy."
implement-ict-safety-policies,implement ICT safety policies,technical,skill/competence,sector-specific,key_2374,esco,"Apply guidelines related to securing access and use of computers, networks, applications and the computer data being managed."
implement-marketing-strategies,implement marketing strategies,domain,skill/competence,cross-sector,key_2309,esco,"Implement strategies which aim to promote a specific product or service, using the developed marketing strategies."
implement-sales-strategies,implement sales strategies,domain,skill/competence,sector-specific,key_11325,esco,Carry out the plan to gain competitive advantage on the market by positioning the company's brand or product and by targeting the right audience to sell this brand or product to.
implement-spam-protection,implement spam protection,technical,skill/competence,sector-specific,key_11811,esco,Install and configure software that supports email-users to filter messages that contain malware or that are unsolicited.
implement-strategic-planning,implement strategic planning,domain,skill/competence,cross-sector,key_14691,esco,Take action on the goals and procedures defined at a strategic level in order to mobilise resources and pursue the established strategies.
improve-business-processes,improve business processes,domain,skill/competence,cross-sector,key_7733,esco,Optimise the series of operations of an organisation to achieve efficiency. Analyse and adapt existing business operations in order to set new objectives and meet new goals.
incremental-development,Incremental development,technical,knowledge,sector-specific,key_1290,esco,The incremental development model is a methodology to design software systems and applications.
industrial-software,industrial software,technical,knowledge,cross-sector,key_4864,esco,"The selection of software that aids in estimating, managing and scheduling industrial processes such as design, work flow and production improvement."
informatica-powercenter,Informatica PowerCenter,technical,knowledge,sector-specific,key_2064,esco,"The computer program Informatica PowerCenter is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Informatica."
information-architecture,information architecture,technical,knowledge,sector-specific,key_2750,esco,"The methods through which information is generated, structured, stored, maintained, linked, exchanged and used."
information-categorisation,information categorisation,technical,knowledge,sector-specific,key_9362,esco,The process of classifying the information into categories and showing relationships between the data for some clearly defined purposes.
information-confidentiality,information confidentiality,technical,knowledge,sector-specific,key_10287,esco,"The mechanisms and regulations which allow for selective access control and guarantee that only authorised parties (people, processes, systems and devices) have access to data, the way to comply with confidential information and the risks of non-compliance."
information-extraction,information extraction,technical,knowledge,sector-specific,key_7047,esco,The techniques and methods used for eliciting and extracting information from unstructured or semi-structured digital documents and sources.
information-governance-compliance,information governance compliance,domain,knowledge,occupation-specific,key_9704,esco,"The policies regarding processes and procedures for use of information, the balance between information availability and information security and IPR (Intellectual Property Rights) and personal data protection."
information-security-strategy,information security strategy,technical,knowledge,sector-specific,key_2222,esco,"The plan defined by a company which sets the information security objectives and measures to mitigate risks, define control objectives, establish metrics and benchmarks while complying with legal, internal and contractual requirements."
information-structure,information structure,technical,knowledge,sector-specific,key_1438,esco,"The type of infrastructure which defines the format of data: semi-structured, unstructured and structured."
innovate-in-ict,innovate in ICT,technical,skill/competence,sector-specific,key_8462,esco,"Create and describe new original research and innovation ideas within the field of information and communication technologies, compare to the emerging technologies and trends and plan the development of new ideas."
innovation-processes,innovation processes,domain,knowledge,sector-specific,key_3898,esco,"The techniques, models, methods and strategies which contribute to the promotion of steps towards innovation."
insourcing-strategy,insourcing strategy,domain,knowledge,sector-specific,key_14242,esco,"The high level planning for managing and optimising business processes internally, usually in order to maintain control of critical aspects of work."
inspect-data,inspect data,technical,skill/competence,cross-sector,key_10289,esco,"Analyse, transform and model data in order to discover useful information and to support decision-making."
install-operating-system,install operating system,technical,skill/competence,cross-sector,key_11836,esco,"Install the operating system (OS) or software that manages the software resources and computer hardware on a computer system. The operating system is an essential component of any computer system and mediates between the hardware, the application programs, and the end user. Famous examples of computer operating systems include Microsoft Windows, Linux, and Mac OS."
install-software,install software,technical,skill/competence,cross-sector,key_12164,esco,"Install machine-readable instructions, such as computer programs, in order to direct the computer's processor to perform a certain set of actions."
instructional-design-models,instructional design models,domain,knowledge,sector-specific,key_13544,esco,The guidelines or strategies for designing and developing instructions to ensure learners achieve the intended learning outcomes.
integrate-content-into-output-media,integrate content into output media,technical,skill/competence,sector-specific,key_11706,esco,"Compile and integrate media and text content into online and offline systems, such as websites, platforms, applications and social media, for publishing and distribution."
integrate-ict-data,integrate ICT data,technical,skill/competence,sector-specific,key_5121,esco,Combine data from sources to provide unified view of the set of these data.
integrate-marketing-strategies-with-the-global-strategy,integrate marketing strategies with the global strategy,domain,skill/competence,cross-sector,key_10546,esco,"Integrate the marketing strategy and its elements such as the market definition, competitors, price strategy, and communication with the general guidelines of the global strategy of the company."
integrate-strategic-foundation-in-daily-performance,integrate strategic foundation in daily performance,soft,skill/competence,cross-sector,key_1695,esco,"Reflect on the strategic foundation of companies, meaning their mission, vision, and values in order to integrate this foundation in the performance of the job position."
integrate-system-components,integrate system components,technical,skill/competence,sector-specific,key_14106,esco,Select and use integration techniques and tools to plan and implement integration of hardware and software modules and components in a system.
integrated-circuits,integrated circuits,technical,knowledge,cross-sector,key_3671,esco,"Electronic components, made up from a set of electronic circuits which are placed on semiconductor material, such as silicon. Integrated circuits (IC) can hold billions of electronic components on a microscale and are one of basic components of electronic devices."
integrated-development-environment-software,integrated development environment software,technical,knowledge,sector-specific,key_9285,esco,"The suite of software development tools for writing programs, such as compiler, debugger, code editor, code highlights, packaged in a unified user interface, such as Visual Studio or Eclipse."
intellectual-property-law,intellectual property law,domain,knowledge,cross-sector,key_3614,esco,The regulations that govern the set of rights protecting products of the intellect from unlawful infringement.
interact-professionally-in-research-and-professional-environments,interact professionally in research and professional environments,soft,skill/competence,cross-sector,key_3014,esco,"Show consideration to others as well as collegiality. Listen, give and receive feedback and respond perceptively to others, also involving staff supervision and leadership in a professional setting."
interact-with-users-to-gather-requirements,interact with users to gather requirements,technical,skill/competence,sector-specific,key_10445,esco,Communicate with users to identify their requirements and collect them. Define all relevant user requirements and document them in an understandable and logical way for further analysis and specification.
interfacing-techniques,interfacing techniques,technical,knowledge,sector-specific,key_3187,esco,The techniques that relate to interfaces between models and components.
internal-auditing,internal auditing,domain,knowledge,cross-sector,key_8718,esco,"The practice of observing, testing, and evaluating in a systematic manner the processes of the organisation in order to improve effectivity, reduce risks, and add value to the organisation by installing a preventive culture."
internal-risk-management-policy,internal risk management policy,domain,knowledge,sector-specific,key_1994,esco,"The internal risk management policies that identify, assess and prioritise risks in an IT environment. The methods used to minimise, monitor and control the possibility and the impact of disastrous events that affect the reaching of business goals."
internet-governance,internet governance,domain,knowledge,sector-specific,key_5653,esco,"The principles, regulations, norms and programs that shape the evolution and use of internet, such as internet domain names management, registries and registrars, according to ICANN/IANA regulations and recommendations, IP addresses and names, name servers, DNS, TLDs and aspects of IDNs and DNSSEC."
internet-of-things,Internet of Things,technical,knowledge,sector-specific,key_14264,esco,"The general principles, categories, requirements, limitations and vulnerabilities of smart connected devices (most of them with intended internet connectivity)."
interpret-artistic-intentions,interpret artistic intentions,soft,skill/competence,sector-specific,key_11619,esco,Interpret the artistic intentions of the author.
interpret-current-data,interpret current data,technical,skill/competence,cross-sector,key_2900,esco,"Analyse data gathered from sources such as market data, scientific papers, customer requirements and questionnaires which are current and up-to-date in order to assess development and innovation in areas of expertise."
interpret-electronic-design-specifications,interpret electronic design specifications,technical,skill/competence,sector-specific,key_13764,esco,Analyse and understand detailed electronic design specifications.
interpret-illustration-needs,interpret illustration needs,soft,skill/competence,sector-specific,key_5126,esco,"Communicate with clients, editors and authors in order to interpret and fully understand their professional needs."
interpret-technical-requirements,interpret technical requirements,technical,skill/competence,sector-specific,key_11556,esco,"Analyse, understand and apply the information provided regarding technical conditions."
interpret-technical-texts,interpret technical texts,technical,skill/competence,sector-specific,key_8584,esco,"Read and understand technical texts that provide information on how to perform a task, usually explained in steps."
introduce-new-employees,introduce new employees,soft,skill/competence,cross-sector,key_9901,esco,"Give new employees a tour in the company, introduce them to the colleagues, explain them the corporate culture, routines and working methods and get them settled in their working place."
investment-analysis,investment analysis,domain,knowledge,sector-specific,key_11602,esco,The methods and tools for analysis of an investment compared to its potential return. Identification and calculation of profitability ratio and financial indicators in relation to associated risks to guide decision on investment.
ios,iOS,technical,knowledge,sector-specific,key_12445,esco,"The system software iOS consists of features, restrictions, architectures and other characteristics of operating systems designed to run on mobile devices."
iterative-development,Iterative development,technical,knowledge,sector-specific,key_4124,esco,The iterative development model is a methodology to design software systems and applications.
java-computer-programming,Java (computer programming),technical,knowledge,sector-specific,key_2630,esco,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Java."
javascript,JavaScript,technical,knowledge,sector-specific,key_4598,esco,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in JavaScript."
javascript-framework,JavaScript Framework,technical,knowledge,sector-specific,key_9791,esco,"The JavaScript software development environments which provide specific features and components ( such as HTML generation tools, Canvas support or Visual design) that support and guide JavaScript web applications development."
jboss,Jboss,technical,knowledge,sector-specific,key_10911,esco,The open-source application server JBoss is a Linux based platform which supports Java applications and large websites.
jenkins-tools-for-software-configuration-management,Jenkins (tools for software configuration management),technical,knowledge,sector-specific,key_14518,esco,"The tool Jenkins is a software program to perform configuration identification, control, status accounting and audit of software during its development and maintenance."
john-the-ripper-penetration-testing-tool,John The Ripper (penetration testing tool),technical,knowledge,sector-specific,key_8052,esco,The tool John the Ripper is a password recovery tool which tests security weaknesses of the systems for potentially unauthorised access to system information. The key features of this tool are the strength-checking code and password hash code.
jsss,JSSS,technical,knowledge,sector-specific,key_8682,esco,"The computer language JSSS is a style sheet language that conveys the presentation of structured documents. These documents have to adhere to style sheets, a set of stylistic rules such as font, color and layout."
kali-linux,Kali Linux,technical,knowledge,sector-specific,key_6670,esco,"The Kali Linux tool is a penetration testing tool which tests security weaknesses of the systems for potentially unauthorised access to system information by information gathering, vulnerability analysis and wireless and passwords attacks."
kdevelop,KDevelop,technical,knowledge,sector-specific,key_1313,esco,"The computer program KDevelop is a suite of software development tools for writing programs, such as compiler, debugger, code editor, code highlights, packaged in a unified user interface. It is developed by the software community KDE."
keep-records-of-customer-interaction,keep records of customer interaction,soft,skill/competence,cross-sector,key_8905,esco,"Recording details of inquiries, comments and complaints received from customers, as well as actions to be taken."
keep-records-of-work-progress,keep records of work progress,soft,skill/competence,cross-sector,key_12394,esco,"Maintain records of the progress of the work including time, defects, malfunctions, etc."
keep-task-records,keep task records,soft,skill/competence,cross-sector,key_4958,esco,Organise and classify records of prepared reports and correspondence related to the performed work and progress records of tasks.
keep-up-to-date-on-product-knowledge,keep up to date on product knowledge,soft,skill/competence,sector-specific,key_1344,esco,"Gather the latest information on developments related to the existing or supported products, methods or techniques."
keep-up-with-digital-transformation-of-industrial-processes,keep up with digital transformation of industrial processes,domain,skill/competence,sector-specific,key_1455,esco,Keep up to date with digital innovations applicable to industrial processes. Integrate these transformations in the company's processes aiming for competitive and profitable business models.
keep-up-with-the-latest-information-systems-solutions,keep up with the latest information systems solutions,technical,skill/competence,sector-specific,key_3025,esco,"Gather the latest information on existing information systems solutions which integrate software and hardware, as well as network components."
keep-up-with-trends,keep up with trends,soft,skill/competence,cross-sector,key_14235,esco,Monitor and follow new trends and developments in specific sectors.
keep-up-to-date-with-training-subjects,keep up-to-date with training subjects,soft,skill/competence,sector-specific,key_5276,esco,Gather the latest information on the subjects of the training process in order to be updated with the required know-how.
keywords-in-digital-content,keywords in digital content,technical,knowledge,sector-specific,key_1591,esco,The digital tools to conduct keyword research. The information retrieval systems identify the content of a document guided by keywords and metadata.
labour-legislation,labour legislation,domain,knowledge,cross-sector,key_1724,esco,"Legislation, on a national or international level, that governs labour conditions in various fields between labour parties such as the government, employees, employers, and trade unions."
lams,LAMS,technical,knowledge,sector-specific,key_5901,esco,"The computer program LAMS is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs. It is developed by the LAMS Foundation."
ldap,LDAP,technical,knowledge,sector-specific,key_10293,esco,The computer language LDAP is a query language for retrieval of information from a database and of documents containing the needed information.
lead-a-team,lead a team,soft,skill/competence,cross-sector,key_2927,esco,"Lead, supervise and motivate a group of people, in order to meet the expected results within a given timeline and with the foreseen resources in mind."
lead-disaster-recovery-exercises,lead disaster recovery exercises,technical,skill/competence,sector-specific,key_13270,esco,"Head exercises which educate people on what to do in case of an unforeseen disastrous event in the functioning or security of ICT systems, such as on recovery of data, protection of identity and information and which steps to take in order to prevent further problems."
lead-technology-development-of-an-organisation,lead technology development of an organisation,domain,skill/competence,sector-specific,key_11302,esco,Develop activities surrounding innovation and research in the field of technology within an organisation based on its strategic direction and growth goals. Provide guidance to colleagues how to best implement them.
leadership-principles,leadership principles,soft,knowledge,cross-sector,key_12807,esco,"Set of traits and values which guide the actions of a leader with her/his employees and the company and provide direction throughout her/his career. These principles are also an important tool for self-evaluation to identify strengths and weaknesses, and seek self-improvement."
lean-project-management,Lean project management,technical,knowledge,sector-specific,key_13099,esco,"The lean project management approach is a methodology for planning, managing and overseeing of ICT resources in order to meet specific goals and using project management ICT tools."
learning-management-systems,learning management systems,technical,knowledge,cross-sector,key_7223,esco,"The e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
learning-technologies,learning technologies,technical,knowledge,sector-specific,key_8269,esco,"The technologies and channels, including digital, to enhance learning."
legal-requirements-of-ict-products,legal requirements of ICT products,domain,knowledge,cross-sector,key_10436,esco,The international regulations related to the development and use of ICT products.
less,LESS,technical,knowledge,sector-specific,key_3379,esco,"The computer language LESS is a style sheet language that conveys the presentation of structured documents. These documents have to adhere to style sheets, a set of stylistic rules such as font, color and layout."
levels-of-software-testing,levels of software testing,technical,knowledge,sector-specific,key_8592,esco,"The levels of testing in the software development process, such as unit testing, integration testing, system testing and acceptance testing."
liaise-with-engineers,liaise with engineers,soft,skill/competence,cross-sector,key_11994,esco,"Collaborate with engineers to ensure common understanding and discuss product design, development and improvement."
linq,LINQ,technical,knowledge,sector-specific,key_12105,esco,The computer language LINQ is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the software company Microsoft.
lisp,Lisp,technical,knowledge,sector-specific,key_2006,esco,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Lisp."
litmos,Litmos,technical,knowledge,sector-specific,key_10446,esco,"The computer program Litmos is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs. It is developed by the software company CallidusCloud."
machine-learning,machine learning,technical,knowledge,cross-sector,key_4444,esco,"The principles, methods and algorithms of machine learning, a subfield of artificial intelligence. Common machine learning models such as supervised or unsupervised models, semi- supervised models and reinforcement learning models."
maintain-a-central-project-repository,maintain a central project repository,technical,skill/competence,cross-sector,key_7800,esco,Store project files and documents in a central repository accessible to the project manager and to all the project teams. Use available online tools and dedicated software.
maintain-an-artistic-portfolio,maintain an artistic portfolio,soft,skill/competence,sector-specific,key_5136,esco,"Maintain portfolios of artistic work to show styles, interests, abilities and realisations."
maintain-computer-hardware,maintain computer hardware,technical,skill/competence,cross-sector,key_12091,esco,"Diagnose and detect malfunctions in computer hardware components and systems and remove, replace, or repair these components when necessary. Execute preventative equipment maintenance tasks, such as storing hardware components in clean, dust free, and non-humid spaces."
maintain-control-systems-for-automated-equipment,maintain control systems for automated equipment,technical,skill/competence,sector-specific,key_13340,esco,"Check, maintain and repair electrical and electronic elements. Check and update software of automated equipment."
maintain-customer-records,maintain customer records,domain,skill/competence,cross-sector,key_12082,esco,Keep and store structured data and records about customers in accordance with customer data protection and privacy regulations.
maintain-data-entry-requirements,maintain data entry requirements,technical,skill/competence,sector-specific,key_8736,esco,Uphold conditions for data entry. Follow procedures and apply data program techniques.
maintain-database-performance,maintain database performance,technical,skill/competence,sector-specific,key_12909,esco,Calculate values for database parameters. Implement new releases and execute regular maintenance tasks such as establishing backup strategies and eliminating index fragmentation.
maintain-database-security,maintain database security,technical,skill/competence,sector-specific,key_14041,esco,Master a wide variety of information security controls in order to pursue maximal database protection.
maintain-ict-identity-management,maintain ICT identity management,technical,skill/competence,sector-specific,key_10598,esco,"Administer identification, authentication and authorisation of individuals within a system and control their access to resources by associating user rights and restrictions with the established identity."
maintain-ict-server,maintain ICT server,technical,skill/competence,sector-specific,key_14567,esco,"Diagnose and eliminate hardware faults via repair or replacement. Take preventive measures, review performance, update software, review accessibility."
maintain-ict-system,maintain ICT system,technical,skill/competence,sector-specific,key_14899,esco,Select and apply system and network monitoring techniques. Identify and fix operational problems. Ensure that system's capabilities and efficiency match company specifications.
maintain-information-network-hardware,maintain information network hardware,technical,skill/competence,cross-sector,key_2638,esco,"Assess the functionality and identify faults in the infrastructure of an information network, perform routine maintenance tasks which prevent failure and repair tasks in order to ensure permanent availability to system users."
maintain-internal-communication-systems,maintain internal communication systems,soft,skill/competence,cross-sector,key_4351,esco,Maintain an effective internal communication system among employees and department managers.
maintain-internet-protocol-configuration,maintain internet protocol configuration,technical,skill/competence,sector-specific,key_11332,esco,Apply Internet Protocol Configuration (ipconfig) to gather data on Transmission Control Protocol/Internet Protocol (TCP/IP) configuration values in order to identify devices and their IP addresses.
maintain-plan-for-continuity-of-operations,maintain plan for continuity of operations,domain,skill/competence,sector-specific,key_9184,esco,"Update methodology which contains steps to ensure that facilities of an organisation are able to continue operating, in case of broad range of unforeseen events."
maintain-relationship-with-customers,maintain relationship with customers,soft,skill/competence,sector-specific,key_3114,esco,"Build a lasting and meaningful relationship with customers in order to ensure satisfaction and fidelity by providing accurate and friendly advice and support, by delivering quality products and services and by supplying after-sales information and service."
maintain-relationship-with-suppliers,maintain relationship with suppliers,soft,skill/competence,sector-specific,key_4597,esco,"Build a lasting and meaningful relationship with suppliers and service providers in order to establish a positive, profitable and enduring collaboration, co-operation and contract negotiation."
maintain-responsive-design,maintain responsive design,technical,skill/competence,occupation-specific,key_7122,esco,Ensure that the website runs on the latest technology and is multi-platform compatible and mobile-friendly.
maintain-robotic-equipment,maintain robotic equipment,technical,skill/competence,sector-specific,key_7596,esco,"Diagnose and detect malfunctions in robotic components and systems and remove, replace, or repair these components when necessary. Execute preventative equipment maintenance tasks, such as storing robotic components in clean, dust-free, and non-humid spaces."
maintain-telephony-system,maintain telephony system,technical,skill/competence,sector-specific,key_11066,esco,"Prevent telephone faults. Report to the electricians for changing of the equipment and manage telephone installations and moves. Maintain voice-mail system which includes adding, deleting mailboxes and managing security codes and provide voicemail instruction for staff."
make-strategic-business-decisions,make strategic business decisions,domain,skill/competence,cross-sector,key_14598,esco,"Analyse business information and consult directors for decision making purposes in a varied array of aspects affecting the prospect, productivity and sustainable operation of a company. Consider the options and alternatives to a challenge and make sound rational decisions based on analysis and experience."
maltego,Maltego,technical,knowledge,sector-specific,key_1365,esco,"The platform Maltego is a forensic application that uses data mining to deliver on overview of organisations' environment, testing security weaknesses of the system for potentially unauthorised access and demonstrates the complexity of infrastructure failures."
manage-a-team,manage a team,soft,skill/competence,cross-sector,key_12300,esco,"Ensure clear and effective channels of communication across all departments within the organisation and support functions, both internally and externally ensuring that the team is aware of the standards and objectives of the department/business unit. Implement the disciplinary and grievance procedures as required ensuring that a fair and consistent approach to managing performance is consistently "
manage-budgets,manage budgets,domain,skill/competence,cross-sector,key_3081,esco,"Plan, monitor and report on the budget."
manage-business-knowledge,manage business knowledge,domain,skill/competence,cross-sector,key_4856,esco,"Set up structures and distribution policies to enable or improve information exploitation using appropriate tools to extract, create and expand business mastery."
manage-changes-in-ict-system,manage changes in ICT system,technical,skill/competence,sector-specific,key_2901,esco,"Plan, realise and monitor system changes and upgrades. Maintain earlier system versions. Revert, if necessary, to a safe older system version."
